,Diabolo-RX,Diabolo-RY,Diabolo-RZ,Diabolo-RW,Diabolo-TX,Diabolo-TY,Diabolo-TZ,stick_left-RX,stick_left-RY,stick_left-RZ,stick_left-RW,stick_left-TX,stick_left-TY,stick_left-TZ,stick_right-RX,stick_right-RY,stick_right-RZ,stick_right-RW,stick_right-TX,stick_right-TY,stick_right-TZ
278,,,,,0,0,0,-0.189148,0.614116,0.765787,-0.025608,-0.447243378,0.695354553,1.265083862,-0.673347,-0.161987,0.136148,0.708398,-0.319615051,0.784450562,1.120218994
279,-0.169398,-0.70865,0.336226,-0.596717,0,0,0,-0.190218,0.617158,0.763056,-0.02606,-0.447294067,0.696168884,1.260836548,-0.673275,-0.161768,0.136949,0.708362,-0.320061371,0.784690125,1.120490601
280,-0.267127,-0.679521,0.246008,-0.637475,0,0,0,-0.193135,0.62169,0.758603,-0.026865,-0.447691437,0.697100159,1.255948608,-0.669835,-0.162629,0.137032,0.711404,-0.320377655,0.784898499,1.12204834
281,-0.345357,-0.608392,0.166406,-0.694908,0,0,0,-0.193138,0.623395,0.757178,-0.027554,-0.447472168,0.697681885,1.252087646,-0.67156,-0.163027,0.13781,0.709533,-0.320917236,0.785179565,1.121961182
282,,,,,0,0,0,-0.194264,0.626106,0.754634,-0.027921,-0.447436554,0.698382935,1.247826294,-0.671065,-0.164806,0.13859,0.709439,-0.321535217,0.785276428,1.12252002
283,,,,,0,0,0,-0.195217,0.630334,0.750804,-0.02937,-0.447632111,0.69930542,1.243248901,-0.671213,-0.163885,0.138131,0.709602,-0.321577667,0.785873047,1.123207275
284,,,,,0,0,0,-0.197181,0.631813,0.749051,-0.029254,-0.447612976,0.699852356,1.239267944,-0.668949,-0.165621,0.138715,0.711221,-0.322158966,0.78606958,1.124360474
285,-0.638056,-0.329747,-0.238851,-0.653529,0,0,0,-0.194997,0.636444,0.74578,-0.026976,-0.446668915,0.701125671,1.234805298,-0.671005,-0.168296,0.140299,0.708339,-0.323153595,0.786232605,1.124225098
286,-0.675821,-0.241999,-0.338224,-0.608529,0,0,0,-0.1968,0.638601,0.743399,-0.028563,-0.446998718,0.701570251,1.230688354,-0.670188,-0.165222,0.140849,0.709726,-0.322820892,0.786669617,1.125358154
287,-0.702872,-0.126901,-0.416938,-0.562165,0,0,0,-0.200522,0.637337,0.74347,-0.029056,-0.447423737,0.701497559,1.22724292,-0.670398,-0.163921,0.141314,0.709737,-0.322821411,0.787080627,1.126036133
288,-0.713971,-0.032221,-0.493986,-0.495161,0,0,0,-0.202198,0.640997,0.739804,-0.030469,-0.447792694,0.702228516,1.222801758,-0.669216,-0.169119,0.143998,0.709094,-0.324486115,0.787137634,1.126876953
289,-0.708689,0.067499,-0.561948,-0.42121,0,0,0,-0.202888,0.643454,0.737516,-0.02954,-0.447416168,0.702929565,1.218681396,-0.670775,-0.163143,0.143757,0.709069,-0.323468994,0.787777161,1.127457153
290,-0.697389,0.173053,-0.606091,-0.34111,0,0,0,-0.202198,0.64457,0.736721,-0.029776,-0.44709668,0.703384766,1.215111694,-0.67146,-0.1624,0.144976,0.708343,-0.323739319,0.788172668,1.128107422
291,-0.663555,0.270508,-0.650292,-0.252273,0,0,0,-0.20314,0.64878,0.732691,-0.031333,-0.447346344,0.704144897,1.210575928,-0.67405,-0.163041,0.145305,0.705663,-0.324451385,0.789078613,1.12832605
292,-0.610086,0.358918,-0.68723,-0.163363,0,0,0,-0.203782,0.648934,0.73236,-0.031712,-0.447280762,0.704331238,1.207103638,-0.673517,-0.158437,0.145416,0.707196,-0.32369458,0.789517212,1.129530396
293,-0.536814,0.442625,-0.715278,-0.065501,0,0,0,-0.206228,0.652145,0.728748,-0.033211,-0.447766327,0.704848999,1.202656616,-0.67118,-0.164233,0.150532,0.707026,-0.325595154,0.789024353,1.130791504
294,-0.445128,0.511366,-0.734809,0.020509,0,0,0,-0.205008,0.653989,0.727432,-0.033359,-0.447414581,0.705391174,1.198922119,-0.675136,-0.162803,0.150588,0.703569,-0.325765686,0.789856018,1.130741821
295,,,,,0,0,0,-0.207437,0.657021,0.723922,-0.03507,-0.447932526,0.705821472,1.19447168,-0.673858,-0.161752,0.153505,0.704406,-0.326103729,0.789982605,1.132266968
296,,,,,0,0,0,-0.206774,0.658571,0.72261,-0.036924,-0.447859375,0.706171509,1.190863525,-0.672824,-0.163943,0.15648,0.704233,-0.327178925,0.790210999,1.133578003
297,-0.226081,0.687518,-0.605434,0.331144,0,0,0,-0.207064,0.660653,0.720535,-0.038627,-0.447971588,0.706498474,1.186935059,-0.675605,-0.161475,0.157897,0.70182,-0.327212524,0.790869263,1.133971436
298,-0.116921,0.720212,-0.554654,0.399978,0,0,0,-0.207242,0.662776,0.718443,-0.040225,-0.448087311,0.706836548,1.183008179,-0.673962,-0.159021,0.159647,0.703563,-0.327052979,0.791243469,1.135650269
299,-0.014418,0.734386,-0.489908,0.46953,0,0,0,-0.20348,0.664044,0.718284,-0.041333,-0.447401398,0.707323425,1.179818237,-0.676416,-0.157049,0.161186,0.701296,-0.327125092,0.791759094,1.136093262
300,0.083514,0.729103,-0.4124,0.539778,0,0,0,-0.203363,0.666226,0.716161,-0.043592,-0.447569458,0.707593933,1.175895142,-0.677274,-0.155748,0.163148,0.700304,-0.327329071,0.79223645,1.137057983
301,0.181077,0.702276,-0.327981,0.605349,0,0,0,-0.204496,0.668255,0.713821,-0.045566,-0.447916016,0.707743958,1.171828735,-0.67732,-0.157384,0.166368,0.699135,-0.328336121,0.792499451,1.138172241
302,0.278926,0.671586,-0.237083,0.644177,0,0,0,-0.20588,0.671289,0.710407,-0.048025,-0.44838266,0.708084106,1.16758374,-0.678812,-0.151526,0.166901,0.698855,-0.327460907,0.793423218,1.139209595
303,0.381864,0.63214,-0.138874,0.659768,0,0,0,-0.205457,0.673887,0.707899,-0.050431,-0.448640381,0.708419556,1.163539795,-0.678607,-0.151214,0.169363,0.698529,-0.32790329,0.793733826,1.140456177
304,0.461199,0.568614,-0.038715,0.680056,0,0,0,-0.204688,0.67567,0.706213,-0.053254,-0.448747437,0.70860907,1.159900879,-0.679545,-0.15039,0.171017,0.697391,-0.328092499,0.794195984,1.141388794
305,0.528211,0.471892,0.045499,0.704444,0,0,0,-0.202131,0.675912,0.706604,-0.054745,-0.448355499,0.708692322,1.15684668,-0.678619,-0.149469,0.173104,0.697976,-0.328353424,0.794677856,1.143068604
306,0.596836,0.402168,0.155992,0.676546,0,0,0,-0.204371,0.679421,0.702347,-0.05769,-0.449126678,0.70891925,1.15233374,-0.678094,-0.147991,0.17405,0.698566,-0.328171143,0.795228455,1.144562988
307,,,,,0,0,0,-0.201232,0.678366,0.704081,-0.05996,-0.448772003,0.708974243,1.149907104,-0.678392,-0.147202,0.176191,0.697906,-0.328585999,0.795686035,1.145854126
308,,,,,0,0,0,-0.201743,0.683115,0.699116,-0.062382,-0.449184418,0.709402344,1.145235962,-0.681151,-0.153034,0.177116,0.693717,-0.329629883,0.795723328,1.145834717
309,,,,,0,0,0,-0.202308,0.684631,0.697273,-0.064514,-0.449500702,0.709392456,1.141614502,-0.678955,-0.147556,0.177899,0.696849,-0.328884735,0.796682129,1.148457275
310,,,,,0,0,0,-0.199306,0.6842,0.698372,-0.066509,-0.449085114,0.709422363,1.139015137,-0.679521,-0.146804,0.178905,0.696199,-0.328862946,0.797179138,1.149607788
311,,,,,0,0,0,-0.195934,0.685208,0.698131,-0.068657,-0.44865625,0.709691284,1.136111328,-0.679861,-0.14664,0.179158,0.695836,-0.328819427,0.797761292,1.150920654
312,0.694614,-0.194053,0.613094,0.322445,0,0,0,-0.199292,0.688485,0.69361,-0.071945,-0.449740631,0.709674927,1.131672485,-0.679412,-0.147008,0.179712,0.696055,-0.328913483,0.798290955,1.152508057
313,0.65355,-0.290842,0.659173,0.231893,0,0,0,-0.196885,0.690694,0.691947,-0.073393,-0.449444397,0.709873657,1.128189941,-0.679032,-0.147212,0.180139,0.696272,-0.328922119,0.798855347,1.154115967
314,0.601141,-0.382028,0.688619,0.135972,0,0,0,-0.199212,0.692004,0.689585,-0.076929,-0.450286163,0.709694641,1.124582031,-0.678667,-0.147761,0.180373,0.69645,-0.328938599,0.799434204,1.155740234
315,,,,,0,0,0,-0.196795,0.692262,0.689779,-0.079054,-0.450194275,0.709923767,1.122113647,-0.677397,-0.148449,0.180757,0.69744,-0.329008453,0.799958191,1.157630859
316,,,,,0,0,0,-0.193277,0.694573,0.688305,-0.080309,-0.449395447,0.709942688,1.118519531,-0.677051,-0.149096,0.180718,0.697648,-0.329007019,0.800573242,1.159263794
317,,,,,0,0,0,-0.194598,0.699601,0.682474,-0.083183,-0.450059357,0.710047363,1.113895752,-0.676326,-0.150083,0.180357,0.698234,-0.328987488,0.801127869,1.160956177
318,0.297799,-0.660664,0.636489,-0.264046,0,0,0,-0.194061,0.700613,0.681308,-0.085447,-0.450172485,0.710061462,1.11082959,-0.675496,-0.151117,0.180009,0.698903,-0.328975739,0.801713501,1.162730957
319,0.205245,-0.696245,0.585123,-0.361592,0,0,0,-0.188333,0.704589,0.678678,-0.086497,-0.448925873,0.710208313,1.106980835,-0.674644,-0.152405,0.17975,0.699513,-0.328977234,0.802248657,1.164507324
320,0.090061,-0.727608,0.531365,-0.424414,0,0,0,-0.189055,0.706324,0.676314,-0.089242,-0.449355835,0.710076904,1.103502441,-0.671925,-0.153755,0.179816,0.701814,-0.328986237,0.802801697,1.16692981
321,-0.007326,-0.727621,0.459567,-0.509227,0,0,0,-0.190264,0.707525,0.674397,-0.091637,-0.449850616,0.71005127,1.100380005,-0.672769,-0.154231,0.179006,0.701107,-0.328827423,0.803417969,1.168240967
322,-0.109221,-0.719018,0.380262,-0.571389,0,0,0,-0.190953,0.707362,0.674009,-0.094279,-0.450274475,0.709817261,1.097831909,-0.67183,-0.155648,0.178205,0.701899,-0.328714203,0.803993896,1.170104248
323,-0.210069,-0.69612,0.292752,-0.620954,0,0,0,-0.183821,0.708342,0.67497,-0.094223,-0.448590912,0.710154968,1.095312988,-0.670735,-0.156843,0.177805,0.702781,-0.328639526,0.80458136,1.172056274
324,-0.308065,-0.660209,0.197835,-0.655806,0,0,0,-0.183515,0.70951,0.67337,-0.097417,-0.448787628,0.710011475,1.092257935,-0.667674,-0.158366,0.178073,0.705281,-0.328629486,0.805091919,1.174624146
325,-0.406731,-0.613332,0.096915,-0.670076,0,0,0,-0.18391,0.71107,0.671248,-0.099909,-0.449163239,0.709946838,1.089242676,-0.668385,-0.158965,0.17743,0.704634,-0.328478363,0.805671509,1.176048584
326,-0.482418,-0.542885,-0.006023,-0.687395,0,0,0,-0.181246,0.711719,0.671281,-0.099941,-0.448398132,0.710123596,1.086679932,-0.667239,-0.160098,0.176759,0.705633,-0.328326141,0.806268066,1.178090698
327,-0.546238,-0.433272,-0.082305,-0.712127,0,0,0,-0.182223,0.71218,0.670162,-0.102358,-0.448817322,0.709977478,1.084064697,-0.663863,-0.161716,0.176807,0.70843,-0.328347565,0.806742859,1.180922119
328,-0.613112,-0.369183,-0.201108,-0.668844,0,0,0,-0.175186,0.712593,0.671358,-0.10392,-0.447294922,0.710186401,1.08196875,-0.664206,-0.162582,0.176096,0.708088,-0.328204742,0.807301086,1.182556152
329,-0.654853,-0.281818,-0.301807,-0.632976,0,0,0,-0.178815,0.71456,0.66814,-0.104969,-0.448074432,0.710062256,1.078628296,-0.6602,-0.164255,0.176191,0.711416,-0.328219727,0.807763672,1.185625244
330,-0.693221,-0.176955,-0.388218,-0.580877,0,0,0,-0.178612,0.716814,0.665582,-0.106186,-0.448046844,0.710136536,1.07549292,-0.660872,-0.16525,0.175413,0.710753,-0.328102814,0.808253052,1.187182617
331,-0.71213,-0.076679,-0.466273,-0.519212,0,0,0,-0.179901,0.715719,0.666043,-0.108482,-0.448198944,0.709687134,1.073344604,-0.659058,-0.16638,0.174898,0.7123,-0.327994781,0.808750854,1.189624756
332,-0.710239,0.032085,-0.541728,-0.448399,0,0,0,-0.176881,0.717168,0.665254,-0.108718,-0.447324615,0.709929382,1.070786499,-0.657198,-0.168206,0.174428,0.713703,-0.328026917,0.809144226,1.192062744
333,-0.703615,0.13762,-0.59211,-0.367956,0,0,0,-0.17559,0.718603,0.664032,-0.108812,-0.446824371,0.71002832,1.068175781,-0.654217,-0.172776,0.17527,0.715143,-0.328770203,0.809364075,1.194745728
334,-0.675465,0.238183,-0.638605,-0.281422,0,0,0,-0.176359,0.71863,0.663457,-0.110877,-0.447028076,0.709831421,1.065933472,-0.651184,-0.171348,0.174167,0.718516,-0.328002655,0.809901733,1.197830078
335,-0.61372,0.316369,-0.694374,-0.202737,0,0,0,-0.175197,0.71944,0.662738,-0.111764,-0.446670685,0.709852051,1.063640381,-0.651446,-0.172091,0.173643,0.718228,-0.32789975,0.810347839,1.19976123
336,,,,,0,0,0,-0.176702,0.719657,0.661944,-0.112694,-0.446701935,0.709589294,1.061223022,-0.649359,-0.173435,0.173423,0.719845,-0.327881897,0.81066864,1.202413818
337,,,,,0,0,0,-0.173626,0.72027,0.662118,-0.112539,-0.445646301,0.709646851,1.059125732,-0.645654,-0.174527,0.173768,0.722825,-0.327904175,0.810993347,1.205701294
338,,,,,0,0,0,-0.176163,0.722061,0.659211,-0.114176,-0.446149994,0.709471619,1.056299194,-0.64563,-0.175562,0.173279,0.722713,-0.327760162,0.811359985,1.20765332
339,-0.346285,0.639963,-0.648097,0.224731,0,0,0,-0.176289,0.724222,0.656739,-0.114535,-0.445967316,0.709496887,1.053531616,-0.643577,-0.176642,0.173357,0.72426,-0.327717834,0.811649231,1.210346313
340,-0.242377,0.683835,-0.612641,0.313518,0,0,0,-0.175407,0.725324,0.655618,-0.115337,-0.445607697,0.70950116,1.051286743,-0.638231,-0.178781,0.174245,0.728243,-0.327944092,0.811816589,1.214184814
341,-0.137428,0.716539,-0.559953,0.392604,0,0,0,-0.175593,0.726184,0.65466,-0.115085,-0.445235779,0.709419189,1.04900293,-0.638336,-0.179154,0.173991,0.72812,-0.327784088,0.812161194,1.216247192
342,-0.035172,0.73239,-0.492016,0.469348,0,0,0,-0.175678,0.727201,0.653353,-0.115954,-0.444980194,0.709243591,1.046682495,-0.633973,-0.180523,0.174961,0.731354,-0.327894348,0.812286072,1.219729126
343,0.06891,0.723451,-0.414084,0.548091,0,0,0,-0.174752,0.728085,0.652454,-0.116867,-0.444628662,0.709243958,1.044659668,-0.63424,-0.181128,0.174902,0.730986,-0.327782043,0.812569214,1.221731689
344,0.172601,0.707294,-0.329177,0.601321,0,0,0,-0.175167,0.729024,0.651312,-0.116756,-0.444304932,0.709126404,1.042460693,-0.631901,-0.181714,0.175373,0.732751,-0.32772998,0.812778015,1.224620728
345,0.272555,0.676723,-0.235765,0.642009,0,0,0,-0.175001,0.729591,0.650654,-0.117137,-0.443939117,0.70900061,1.04053064,-0.627252,-0.182493,0.176758,0.736212,-0.327886658,0.812828064,1.228323486
346,0.368313,0.629871,-0.138294,0.669689,0,0,0,-0.174499,0.731052,0.648997,-0.11796,-0.443592468,0.708889343,1.038333862,-0.624896,-0.184243,0.176895,0.737745,-0.327913757,0.812913818,1.231073242
347,0.457677,0.575917,-0.03312,0.676576,0,0,0,-0.174956,0.730852,0.649099,-0.117969,-0.443188019,0.708603455,1.036617065,-0.624671,-0.184544,0.176893,0.737861,-0.327777344,0.813110168,1.23337085
348,0.531693,0.498652,0.071014,0.680886,0,0,0,-0.174498,0.730983,0.648939,-0.118709,-0.442918182,0.708685486,1.035063232,-0.622264,-0.185577,0.177273,0.739543,-0.327787659,0.813196594,1.236340332
349,0.591492,0.413474,0.174839,0.669782,0,0,0,-0.174817,0.73217,0.647616,-0.118153,-0.442550049,0.708627991,1.033098267,-0.618052,-0.18663,0.178315,0.742553,-0.327811157,0.813184021,1.239876465
350,0.646151,0.310169,0.263249,0.645743,0,0,0,-0.172547,0.730876,0.649667,-0.118243,-0.441586304,0.708488953,1.032244263,-0.617569,-0.187152,0.178237,0.742842,-0.327681641,0.813335999,1.242302002
351,0.685997,0.213842,0.359156,0.595556,0,0,0,-0.174779,0.733581,0.645903,-0.118826,-0.441844299,0.708306274,1.029609619,-0.612738,-0.188695,0.179123,0.746231,-0.327764648,0.813190918,1.24599231
352,0.710613,0.112047,0.444499,0.533756,0,0,0,-0.17515,0.73463,0.644631,-0.118714,-0.441542328,0.708168396,1.027800415,-0.612568,-0.189504,0.179128,0.746165,-0.327685333,0.813314636,1.248335815
353,0.715091,-0.002283,0.518222,0.469133,0,0,0,-0.17598,0.734778,0.643922,-0.1204,-0.441502686,0.707882629,1.026307861,-0.610123,-0.190063,0.17955,0.747923,-0.327564697,0.813345642,1.251404297
354,0.708501,-0.102147,0.581104,0.387183,0,0,0,-0.176395,0.736225,0.642286,-0.119691,-0.441103851,0.707819397,1.024514648,-0.60512,-0.19106,0.180606,0.75147,-0.327569489,0.813191711,1.255275513
355,0.682055,-0.201969,0.635725,0.299772,0,0,0,-0.177557,0.73707,0.640963,-0.119864,-0.440983002,0.707598206,1.022844666,-0.60494,-0.191371,0.180743,0.751503,-0.327376465,0.813301636,1.257667358
356,0.646006,-0.304954,0.668928,0.205462,0,0,0,-0.175525,0.736105,0.642636,-0.119831,-0.440150391,0.707452515,1.022167542,-0.599633,-0.192787,0.182008,0.755081,-0.32747464,0.81302002,1.261555298
357,0.589236,-0.395553,0.696286,0.107356,0,0,0,-0.173438,0.737675,0.641613,-0.11869,-0.439235535,0.707602661,1.020689026,-0.597528,-0.196403,0.183133,0.755546,-0.328092377,0.812817017,1.264386719
358,0.531023,-0.485083,0.694761,0.004088,0,0,0,-0.175975,0.738922,0.639432,-0.118976,-0.439411255,0.707235901,1.018822327,-0.597037,-0.194274,0.182171,0.756715,-0.327132538,0.813046692,1.266971191
